fecha,horas_trabajadas,viajes_total,ton_total
2021-11-12,19.5,101.0,2110.0
2021-11-13,20.5,98.0,2025.0
2021-11-14,17.0,51.0,1020.0
2021-11-15,0.0,0.0,0.0
2021-11-16,0.0,0.0,0.0
2021-11-17,11.0,31.0,620.0
2021-11-18,19.0,74.0,1480.0
2021-11-19,18.0,100.0,2085.0
2021-11-20,8.0,0.0,0.0
2021-11-21,6.0,0.0,0.0
2021-11-22,0.0,0.0,0.0
2021-11-23,0.0,0.0,0.0
2021-11-24,21.0,91.0,1881.0
2021-11-25,15.5,82.0,1626.0
2021-11-26,20.0,94.0,1856.0
2021-11-27,11.5,85.0,1672.0
2021-11-28,6.0,78.0,1635.0
2021-11-29,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2021-12-02,0.0,0.0,0.0
2021-12-03,21.5,107.0,2275.0
2021-12-04,21.0,114.0,2417.0
2021-12-05,21.5,220.0,4528.0
2021-12-06,19.0,131.0,2785.0
2021-12-07,20.0,103.0,2145.0
2021-12-08,0.0,0.0,0.0
2021-12-09,0.0,0.0,0.0
2021-12-10,23.0,102.0,2125.0
2021-12-11,14.5,122.0,2555.0
2021-12-12,19.5,101.0,2110.0
2021-12-13,20.5,98.0,2025.0
2021-12-14,17.0,51.0,1020.0
2021-12-15,0.0,0.0,0.0
2021-12-16,0.0,0.0,0.0
2021-12-17,11.0,31.0,620.0
2021-12-18,19.0,74.0,1480.0
2021-12-19,18.0,100.0,2085.0
2021-12-20,8.0,0.0,0.0
2021-12-21,6.0,0.0,0.0
2021-12-22,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0
2021-12-24,21.0,91.0,1881.0
2021-12-25,15.5,82.0,1626.0
2021-12-26,20.0,94.0,1856.0
2021-12-27,11.5,85.0,1672.0
2021-12-28,6.0,78.0,1635.0
2021-12-29,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0
2021-12-31,7.5,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-01-02,0.0,0.0,0.0
2022-01-03,21.5,107.0,2275.0
2022-01-04,21.0,114.0,2417.0
2022-01-05,21.5,220.0,4528.0
2022-01-06,19.0,131.0,2785.0
2022-01-07,20.0,103.0,2145.0
2022-01-08,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0
2022-01-10,23.0,102.0,2125.0
2022-01-11,14.5,122.0,2555.0
2022-01-12,19.5,101.0,2110.0
2022-01-13,20.5,98.0,2025.0
2022-01-14,17.0,51.0,1020.0
2022-01-15,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0
2022-01-17,11.0,31.0,620.0
2022-01-18,19.0,74.0,1480.0
2022-01-19,18.0,100.0,2085.0
2022-01-20,8.0,0.0,0.0
2022-01-21,6.0,0.0,0.0
2022-01-22,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0
2022-01-24,21.0,91.0,1881.0
2022-01-25,15.5,82.0,1626.0
2022-01-26,20.0,94.0,1856.0
2022-01-27,11.5,85.0,1672.0
2022-01-28,6.0,78.0,1635.0
2022-01-29,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0
2022-01-31,7.5,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-02-02,0.0,0.0,0.0
2022-02-03,21.5,107.0,2275.0
2022-02-04,21.0,114.0,2417.0
2022-02-05,21.5,220.0,4528.0
2022-02-06,19.0,131.0,2785.0
2022-02-07,20.0,103.0,2145.0
2022-02-08,0.0,0.0,0.0
2022-02-09,0.0,0.0,0.0
2022-02-10,23.0,102.0,2125.0
2022-02-11,14.5,122.0,2555.0
2022-02-12,19.5,101.0,2110.0
2022-02-13,20.5,98.0,2025.0
2022-02-14,17.0,51.0,1020.0
2022-02-15,0.0,0.0,0.0
2022-02-16,0.0,0.0,0.0
2022-02-17,11.0,31.0,620.0
2022-02-18,19.0,74.0,1480.0
2022-02-19,18.0,100.0,2085.0
2022-02-20,8.0,0.0,0.0
2022-02-21,6.0,0.0,0.0
2022-02-22,0.0,0.0,0.0
2022-02-23,0.0,0.0,0.0
2022-02-24,21.0,91.0,1881.0
2022-02-25,15.5,82.0,1626.0
2022-02-26,20.0,94.0,1856.0
2022-02-27,11.5,85.0,1672.0
2022-02-28,6.0,78.0,1635.0
2022-03-01,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0
2022-03-03,21.5,107.0,2275.0
2022-03-04,21.0,114.0,2417.0
2022-03-05,21.5,220.0,4528.0
2022-03-06,19.0,131.0,2785.0
2022-03-07,20.0,103.0,2145.0
2022-03-08,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0
2022-03-10,23.0,102.0,2125.0
2022-03-11,14.5,122.0,2555.0
2022-03-12,19.5,101.0,2110.0
2022-03-13,20.5,98.0,2025.0
2022-03-14,17.0,51.0,1020.0
2022-03-15,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0
2022-03-17,11.0,31.0,620.0
2022-03-18,19.0,74.0,1480.0
2022-03-19,18.0,100.0,2085.0
2022-03-20,8.0,0.0,0.0
2022-03-21,6.0,0.0,0.0
2022-03-22,0.0,0.0,0.0
2022-03-23,0.0,0.0,0.0
2022-03-24,21.0,91.0,1881.0
2022-03-25,15.5,82.0,1626.0
2022-03-26,20.0,94.0,1856.0
2022-03-27,11.5,85.0,1672.0
2022-03-28,6.0,78.0,1635.0
2022-03-29,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0
2022-03-31,7.5,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-04-02,0.0,0.0,0.0
2022-04-03,43.0,214.0,4550.0
2022-04-04,42.0,228.0,4834.0
2022-04-05,43.0,440.0,9056.0
2022-04-06,38.0,262.0,5570.0
2022-04-07,40.0,206.0,4290.0
2022-04-08,0.0,0.0,0.0
2022-04-09,0.0,0.0,0.0
2022-04-10,46.0,204.0,4250.0
2022-04-11,29.0,244.0,5110.0
2022-04-12,39.0,202.0,4220.0
2022-04-13,41.0,196.0,4050.0
2022-04-14,34.0,102.0,2040.0
2022-04-15,0.0,0.0,0.0
2022-04-16,0.0,0.0,0.0
2022-04-17,22.0,62.0,1240.0
2022-04-18,38.0,148.0,2960.0
2022-04-19,36.0,200.0,4170.0
2022-04-20,16.0,0.0,0.0
2022-04-21,12.0,0.0,0.0
2022-04-22,0.0,0.0,0.0
2022-04-23,0.0,0.0,0.0
2022-04-24,42.0,182.0,3762.0
2022-04-25,31.0,164.0,3252.0
2022-04-26,40.0,188.0,3712.0
2022-04-27,23.0,170.0,3344.0
2022-04-28,12.0,156.0,3270.0
2022-04-29,0.0,0.0,0.0
2022-04-30,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-05-02,0.0,0.0,0.0
2022-05-03,21.5,107.0,2275.0
2022-05-04,21.0,114.0,2417.0
2022-05-05,21.5,220.0,4528.0
2022-05-06,19.0,131.0,2785.0
2022-05-07,20.0,103.0,2145.0
2022-05-08,0.0,0.0,0.0
2022-05-09,0.0,0.0,0.0
2022-05-10,23.0,102.0,2125.0
2022-05-11,14.5,122.0,2555.0
2022-05-12,19.5,101.0,2110.0
2022-05-13,20.5,98.0,2025.0
2022-05-14,17.0,51.0,1020.0
2022-05-15,0.0,0.0,0.0
2022-05-16,0.0,0.0,0.0
2022-05-17,11.0,31.0,620.0
2022-05-18,19.0,74.0,1480.0
2022-05-19,18.0,100.0,2085.0
2022-05-20,8.0,0.0,0.0
2022-05-21,6.0,0.0,0.0
2022-05-22,0.0,0.0,0.0
2022-05-23,0.0,0.0,0.0
2022-05-24,21.0,91.0,1881.0
2022-05-25,15.5,82.0,1626.0
2022-05-26,20.0,94.0,1856.0
2022-05-27,11.5,85.0,1672.0
2022-05-28,6.0,78.0,1635.0
2022-05-29,0.0,0.0,0.0
2022-05-30,0.0,0.0,0.0
2022-05-31,7.5,0.0,0.0
